,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,sot%,g/sot,dist,g-xg,save%,stp%,cmp%,totdist,crdy,crdr,fls,recov,season,team
37,2023-05-15,20:45,Serie A,Matchweek 35,Mon,Home,D,1,1,Empoli,1.3,1.6,42.0,16867.0,Fabio Quagliarella,3-4-1-2,Ermanno Feliciani,Match Report,,13.0,3.0,23.1,0.33,16.5,-0.3,75.0,20.0,71.0,4829.0,3,0,16.0,45.0,2,Sampdoria
38,2023-05-20,20:45,Serie A,Matchweek 36,Sat,Away,L,1,5,Milan,0.6,3.8,38.0,72105.0,Fabio Quagliarella,4-1-4-1,Francesco Fourneau,Match Report,,6.0,3.0,50.0,0.33,17.5,0.4,55.6,5.6,81.7,5770.0,3,0,10.0,47.0,2,Sampdoria
39,2023-05-26,20:45,Serie A,Matchweek 37,Fri,Home,D,2,2,Sassuolo,2.2,2.9,48.0,18430.0,Fabio Quagliarella,3-4-1-2,Francesco Meraviglia,Match Report,,17.0,3.0,17.6,0.33,15.0,-1.2,75.0,0.0,75.1,6390.0,1,0,14.0,57.0,2,Sampdoria
40,2023-06-04,18:30,Serie A,Matchweek 38,Sun,Away,L,0,2,Napoli,0.6,2.0,27.0,55000.0,Fabio Quagliarella,4-4-1-1,Ermanno Feliciani,Match Report,,6.0,4.0,66.7,0.0,10.6,-0.6,88.9,0.0,78.8,4259.0,1,0,7.0,42.0,2,Sampdoria
0,2021-08-23,20:45,Serie A,Matchweek 1,Mon,Away,W,1,0,Sampdoria,0.9,1.1,50.0,5000.0,Davide Calabria,4-2-3-1,Marco Guida,Match Report,,11.0,4.0,36.4,0.25,19.7,0.1,100.0,6.7,77.7,5940.0,1,0,15.0,62.0,1,Milan
1,2021-08-29,20:45,Serie A,Matchweek 2,Sun,Home,W,4,1,Cagliari,2.7,0.6,57.0,31946.0,Davide Calabria,4-2-3-1,Marco Serra,Match Report,,17.0,4.0,23.5,0.75,19.0,1.3,50.0,0.0,87.6,8769.0,1,0,13.0,45.0,1,Milan
2,2021-09-12,18:00,Serie A,Matchweek 3,Sun,Home,W,2,0,Lazio,2.9,0.3,47.0,36207.0,Alessio Romagnoli,4-2-3-1,Daniele Chiffi,Match Report,,18.0,3.0,16.7,0.67,20.0,-0.9,100.0,14.3,83.3,7581.0,1,0,10.0,54.0,1,Milan
4,2021-09-19,20:45,Serie A,Matchweek 4,Sun,Away,D,1,1,Juventus,0.8,1.3,56.0,18785.0,Alessio Romagnoli,4-2-3-1,Daniele Doveri,Match Report,,13.0,3.0,23.1,0.33,23.0,0.2,75.0,0.0,87.3,8337.0,1,0,16.0,42.0,1,Milan
5,2021-09-22,20:45,Serie A,Matchweek 5,Wed,Home,W,2,0,Venezia,1.6,0.8,66.0,26185.0,Alessio Romagnoli,4-2-3-1,Ivan Pezzuto,Match Report,,14.0,4.0,28.6,0.5,17.6,0.4,100.0,0.0,86.7,10551.0,0,0,12.0,54.0,1,Milan
6,2021-09-25,15:00,Serie A,Matchweek 6,Sat,Away,W,2,1,Spezia,1.3,1.1,63.0,3618.0,Alessio Romagnoli,4-2-3-1,Gianluca Manganiello,Match Report,,18.0,5.0,27.8,0.4,18.0,0.7,50.0,22.2,82.3,8444.0,2,0,12.0,58.0,1,Milan
8,2021-10-03,20:45,Serie A,Matchweek 7,Sun,Away,W,3,2,Atalanta,2.7,2.1,44.0,9363.0,Davide Calabria,4-2-3-1,Marco Di Bello,Match Report,,13.0,7.0,53.8,0.43,17.3,0.3,80.0,0.0,75.0,5298.0,4,0,15.0,58.0,1,Milan
9,2021-10-16,20:45,Serie A,Matchweek 8,Sat,Home,W,3,2,Hellas Verona,1.7,1.6,54.0,40128.0,Alessio Romagnoli,4-2-3-1,Alessandro Prontera,Match Report,,16.0,3.0,18.8,0.33,20.9,0.3,80.0,0.0,76.0,6090.0,1,0,11.0,57.0,1,Milan
11,2021-10-23,20:45,Serie A,Matchweek 9,Sat,Away,W,4,2,Bologna,1.0,0.9,63.0,22167.0,Davide Calabria,4-2-3-1,Paolo Valeri,Match Report,,15.0,7.0,46.7,0.57,18.6,3.0,50.0,11.1,87.6,9703.0,3,0,15.0,48.0,1,Milan
