team,,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,attendance,captain,formation,referee,match report,crdy,crdr,season,team,nDef,nCen,nAtt,rate,new_1,new_2,new_3,new_4,new_5,new_6
Atalanta,0,2021-08-21,20:45,1.0,Sat,Away,W,2.0,1.0,Torino,0.7,1.3,3475.0,José Luis Palomino,3-4-3,Daniele Chiffi,Match Report,2,0,1,Atalanta,3,4,3,80,1.042486340825392,-4.2721563755584055,-1.8031067545118717,-1.9218607095783564,2.2694447877144137,-0.0992233212313921
Atalanta,1,2021-08-28,18:30,2.0,Sat,Home,D,0.0,0.0,Bologna,0.9,0.3,7912.0,Rafael Tolói,3-4-3,Daniele Orsato,Match Report,2,0,1,Atalanta,3,4,3,80,-2.7601765906667284,3.275253477618928,-0.5125720361091816,-1.6750640273595208,-0.8809656861456665,2.373063807104995
Atalanta,2,2021-09-11,20:45,3.0,Sat,Home,L,1.0,2.0,Fiorentina,2.2,1.8,9162.0,Rafael Tolói,3-4-3,Valerio Marini,Match Report,4,0,1,Atalanta,3,4,3,80,-0.8588451249206678,-0.498451448969738,-1.1578393953105266,-1.798462368468939,0.6942395507843738,1.1369202429368022
Atalanta,3,2021-09-18,20:45,4.0,Sat,Away,W,1.0,0.0,Salernitana,1.6,0.7,11949.0,Rafael Tolói,3-4-3,Paolo Valeri,Match Report,4,0,1,Atalanta,3,4,3,80,-1.6284274635401106,-0.3248830757218759,-1.133533758940655,-1.3533230983966225,-0.007088620600927682,-0.12486178634281331
Atalanta,4,2021-09-21,20:45,5.0,Tue,Home,W,2.0,1.0,Sassuolo,1.9,0.9,7353.0,Rafael Tolói,3-4-1-2,Davide Massa,Match Report,2,0,1,Atalanta,3,4,3,80,-2.3714638134086683,1.101452399166084,-1.2130161513431184,-0.9707531957145241,-0.9284836019437258,-0.10665473435682953
Atalanta,5,2021-09-25,18:00,6.0,Sat,Away,D,2.0,2.0,Internazionale,1.9,3.9,36517.0,Rafael Tolói,3-4-1-2,Fabio Maresca,Match Report,5,0,1,Atalanta,3,4,3,80,-1.2067507450239903,-0.00016814283591305067,-0.33595863810030574,0.1612478473146014,0.17160573684902908,-1.0111740331209238
Atalanta,6,2021-10-03,20:45,7.0,Sun,Home,L,2.0,3.0,Milan,2.1,2.7,9363.0,Remo Freuler,3-4-1-2,Marco Di Bello,Match Report,1,0,1,Atalanta,3,4,3,80,-0.15601133073244033,0.18197508419430564,0.07367465215377138,0.527368259902636,0.5079832635642434,-0.976223338174642
Atalanta,7,2021-10-17,15:00,8.0,Sun,Away,W,4.0,1.0,Empoli,3.9,0.6,6214.0,Rafael Tolói,3-4-1-2,Marco Serra,Match Report,2,0,1,Atalanta,3,4,3,80,-0.2824661024585288,0.20581916096562122,1.1301372707101134,0.6987231608189591,0.9276093563190781,-0.9319368635580536
Atalanta,8,2021-10-24,12:30,9.0,Sun,Home,D,1.0,1.0,Udinese,0.4,0.6,9951.0,Remo Freuler,3-4-3,Livio Marinelli,Match Report,2,0,1,Atalanta,3,4,3,80,-1.0469269566205552,0.329211350249816,0.8610998717785979,-0.010766374632755541,-0.32305600033908516,-1.2963649092910692
Atalanta,9,2021-10-27,18:30,10.0,Wed,Away,W,3.0,1.0,Sampdoria,1.3,1.3,5462.0,Remo Freuler,3-4-3,Alessandro Prontera,Match Report,3,0,1,Atalanta,3,4,3,80,-1.3324193814068837,-0.2639173387098872,1.2260419746026345,-0.7100983288895614,0.06837115943511182,-0.04016112471509124
Atalanta,10,2021-10-30,15:00,11.0,Sat,Home,D,2.0,2.0,Lazio,0.8,1.4,11981.0,Remo Freuler,3-4-3,Marco Guida,Match Report,1,0,1,Atalanta,3,4,3,80,-0.8890599765595306,-0.7215455975333446,0.9932404625524771,-1.5203192103191976,0.23802015600118187,-0.04547239663079622
Atalanta,11,2021-11-06,20:45,12.0,Sat,Away,W,2.0,1.0,Cagliari,2.9,0.6,6976.0,Remo Freuler,3-4-3,Marco Piccinini,Match Report,1,0,1,Atalanta,3,4,3,80,-0.18800050234600005,-1.0700669813118047,0.7934607609410396,-2.1011397796145537,1.3085189098731922,-0.09413903326415345
Atalanta,12,2021-11-20,15:00,13.0,Sat,Home,W,5.0,2.0,Spezia,2.2,0.7,10744.0,Rafael Tolói,3-4-3,Rosario Abisso,Match Report,2,0,1,Atalanta,3,4,3,80,-0.05630130114493233,0.05214892678242181,1.8741334897292432,-1.0788540505202933,1.3525004895295254,-1.4728229774757777
Atalanta,13,2021-11-27,18:00,14.0,Sat,Away,W,1.0,0.0,Juventus,0.5,0.8,29886.0,Rafael Tolói,3-4-3,Giovanni Ayroldi,Match Report,5,0,1,Atalanta,3,4,3,80,1.03621214284841,-0.2747388178360798,3.1006091806355216,-0.7503581996436891,0.5412262289603823,-1.240681279989276
Atalanta,14,2021-11-30,18:30,15.0,Tue,Home,W,4.0,0.0,Venezia,2.5,0.6,8667.0,José Luis Palomino,3-4-3,Alberto Santoro,Match Report,0,0,1,Atalanta,3,4,3,80,0.6438030854622336,-1.5813473058983716,1.6052003806398416,-0.23053313958918997,0.5105246888828315,-1.0751599165446613
Atalanta,15,2021-12-04,20:45,16.0,Sat,Away,W,3.0,2.0,Napoli,1.6,1.1,30000.0,Rafael Tolói,3-4-3,Maurizio Mariani,Match Report,3,0,1,Atalanta,3,4,3,80,3.002191543711993,-1.0596354570134294,-0.9301588353859884,-1.3067929620549985,-0.5057600434252884,0.31441504378701746
Atalanta,16,2021-12-12,15:00,17.0,Sun,Away,W,2.0,1.0,Hellas Verona,0.9,1.3,15000.0,Rafael Tolói,3-4-3,Juan Sacchi,Match Report,1,0,1,Atalanta,3,4,3,80,2.3818503566091334,-0.7217008350541396,-1.5521260292211836,-0.8946007227355304,-0.29190308594562936,-0.6720906092306363
Atalanta,17,2021-12-18,15:00,18.0,Sat,Home,L,1.0,4.0,Roma,1.2,1.7,14469.0,Rafael Tolói,3-4-3,Massimiliano Irrati,Match Report,1,0,1,Atalanta,3,4,3,80,3.35413358102711,0.5939395716103301,-0.22422149376546513,-0.28187593776327036,-1.1927057005159323,0.565921397536403
Atalanta,18,2021-12-21,20:45,19.0,Tue,Away,D,0.0,0.0,Genoa,1.1,0.0,6000.0,Remo Freuler,3-4-3,Paolo Valeri,Match Report,1,0,1,Atalanta,3,4,3,80,0.39630463627722556,0.26482599775348964,2.1326599848886834,0.3159263645452886,-0.16314938101218035,0.22378976522018051
Atalanta,19,2022-01-09,16:30,21.0,Sun,Away,W,6.0,2.0,Udinese,3.2,1.0,8679.0,Rafael Tolói,3-4-3,Michael Fabbri,Match Report,2,0,1,Atalanta,3,4,3,80,-1.140778771074908,1.4815202368534603,1.8669242432504871,0.05618205355501327,0.6903378793035894,1.4174751107608177
Atalanta,20,2022-01-16,20:45,22.0,Sun,Home,D,0.0,0.0,Internazionale,1.6,1.8,5000.0,Remo Freuler,4-3-3,Davide Massa,Match Report,2,0,1,Atalanta,4,3,3,80,-0.6345486161097434,1.3386192850533656,3.050670237903661,-1.6239228697620764,1.4298472603724226,0.20370835410214516
Atalanta,21,2022-01-22,20:45,23.0,Sat,Away,D,0.0,0.0,Lazio,0.4,0.4,4000.0,Remo Freuler,3-4-1-2,Simone Sozza,Match Report,3,0,1,Atalanta,3,4,3,80,-0.7419773954052907,-0.005303920419282993,0.8542861249760699,-0.8793399991268078,-0.5721079411323379,-0.18123389234753542
Atalanta,22,2022-02-06,12:30,24.0,Sun,Home,L,1.0,2.0,Cagliari,0.8,1.0,7868.0,Remo Freuler,4-2-3-1,Alessandro Prontera,Match Report,1,1,1,Atalanta,4,2,4,80,-0.5279664737369091,-1.4780054464466643,0.11768859947409473,0.07767089391430204,-1.1670819230388496,-0.5674501439437107
Atalanta,23,2022-02-13,20:45,25.0,Sun,Home,D,1.0,1.0,Juventus,2.4,0.7,9731.0,Rafael Tolói,3-4-1-2,Maurizio Mariani,Match Report,2,0,1,Atalanta,3,4,3,80,-2.1174072291502166,-1.3193585391460698,-0.7024324942097453,1.24479283526347,-0.932082989228005,-0.1382067403127648
Atalanta,24,2022-02-20,12:30,26.0,Sun,Away,L,0.0,1.0,Fiorentina,0.3,0.8,18056.0,Rafael Tolói,3-4-1-2,Daniele Doveri,Match Report,5,0,1,Atalanta,3,4,3,80,-2.207084493105737,-0.430635818436804,-0.6968470064467213,0.2429336383443035,0.16505185745902134,-0.3064240294219429
Atalanta,25,2022-02-28,20:50,27.0,Mon,Home,W,4.0,0.0,Sampdoria,2.1,0.4,10245.0,Rafael Tolói,4-2-3-1,Simone Sozza,Match Report,1,0,1,Atalanta,4,2,4,80,-2.2753955016629277,-0.09679511290480737,-0.6455278180553758,0.28867612024405603,0.9686384218360125,-0.346496967058209
Atalanta,26,2022-03-05,18:00,28.0,Sat,Away,L,0.0,1.0,Roma,0.6,1.6,42303.0,Remo Freuler,4-2-3-1,Davide Massa,Match Report,4,1,1,Atalanta,4,2,4,80,-1.388479899440276,-0.3588372582066851,-0.05251656247021622,-0.8771264843687784,-0.522877495318997,-0.19018072774404132
Atalanta,27,2022-03-13,18:00,29.0,Sun,Home,D,0.0,0.0,Genoa,1.1,1.0,9140.0,José Luis Palomino,3-4-1-2,Rosario Abisso,Match Report,2,0,1,Atalanta,3,4,3,80,-1.3013485918337009,-1.397825408785414,0.6398367280379571,-0.9020496397619898,-0.846746667046889,0.1727793056518178
Atalanta,28,2022-03-20,20:45,30.0,Sun,Away,W,1.0,0.0,Bologna,1.4,1.5,1323.0,Remo Freuler,3-4-3,Fabio Maresca,Match Report,1,0,1,Atalanta,3,4,3,80,-1.5781333158309454,-0.7944878784312602,0.7211634468857475,-1.9346804841794945,-1.080721803783204,0.9654745137018408
Atalanta,29,2022-04-03,15:00,31.0,Sun,Home,L,1.0,3.0,Napoli,1.4,1.5,17709.0,Remo Freuler,3-4-1-2,Marco Di Bello,Match Report,2,0,1,Atalanta,3,4,3,80,-2.0296273060670442,-0.03411978122296384,-1.6353599707378086,-0.43082723279190005,-0.05534117900630128,1.5460739851957603
Atalanta,30,2022-04-10,15:00,32.0,Sun,Away,L,1.0,2.0,Sassuolo,1.6,1.3,7842.0,Rafael Tolói,3-4-3,Juan Sacchi,Match Report,1,0,1,Atalanta,3,4,3,80,-1.968462900333707,0.7966173097716861,-1.6724832771705855,-1.1934773491521304,0.8560193756277892,1.506168903744307
Atalanta,31,2022-04-18,21:00,33.0,Mon,Home,L,1.0,2.0,Hellas Verona,1.4,3.4,14537.0,Marten de Roon,3-4-3,Marco Piccinini,Match Report,3,0,1,Atalanta,3,4,3,80,-1.2456046298491255,0.6058775366615443,-1.2414884364244,-0.6284231313303016,0.6966091843072912,0.23434193853475951
Atalanta,32,2022-04-23,15:00,34.0,Sat,Away,W,3.0,1.0,Venezia,3.7,0.9,6132.0,Remo Freuler,3-4-1-2,Francesco Fourneau,Match Report,3,0,1,Atalanta,3,4,3,80,-1.9543822929987542,0.4905500934461353,0.3484311493761764,-1.0332632888335684,0.7836525865449154,-0.9162823617722172
Atalanta,33,2022-04-27,20:15,20.0,Wed,Home,D,4.0,4.0,Torino,2.5,2.2,,Remo Freuler,3-4-3,Rosario Abisso,Match Report,2,0,1,Atalanta,3,4,3,80,0.5742491408686661,2.2168403545133786,-1.4011469635005973,-0.15538211167476168,0.5769290850361861,-0.9764331315273537
Atalanta,34,2022-05-02,20:45,35.0,Mon,Home,D,1.0,1.0,Salernitana,1.9,1.2,17011.0,Remo Freuler,3-4-3,Marco Guida,Match Report,3,0,1,Atalanta,3,4,3,80,2.4174676152949965,2.3020133999472003,-1.9314671836343484,0.2412466318644637,1.0198717952124863,-0.7163624235431009
Atalanta,35,2022-05-08,12:30,36.0,Sun,Away,W,3.0,1.0,Spezia,1.8,0.9,9000.0,Remo Freuler,3-4-3,Fabio Maresca,Match Report,3,0,1,Atalanta,3,4,3,80,3.1120311974374624,3.503520211728386,-2.5993756480197625,0.23677000608379184,0.36584324732752277,0.08172561906018935
Atalanta,36,2022-05-15,18:00,37.0,Sun,Away,L,0.0,2.0,Milan,0.6,1.3,73304.0,Remo Freuler,3-4-3,Daniele Orsato,Match Report,4,0,1,Atalanta,3,4,3,80,3.1882184991068105,2.6220893025248073,-0.751791361223185,0.6467590813985423,0.4740510996930849,0.2368347276694057
Atalanta,37,2022-05-21,20:45,38.0,Sat,Home,L,0.0,1.0,Empoli,2.9,0.2,17654.0,Remo Freuler,3-4-1-2,Rosario Abisso,Match Report,1,0,1,Atalanta,3,4,3,80,1.3777854731046766,3.001172207670963,-0.7213346358194037,0.6758687567223326,0.19639222569644846,0.46614938323700494
Atalanta,38,2022-08-13,18:30,1.0,Sat,Away,W,2.0,0.0,Sampdoria,2.2,1.0,20047.0,Rafael Tolói,3-4-1-2,Federico Dionisi,Match Report,6,0,2,Atalanta,3,4,3,79,1.6745891132091981,5.2635061963454834,-0.33267971120232853,1.656698717821169,-0.6787498049033672,-0.4162506918771276
Atalanta,39,2022-08-21,20:45,2.0,Sun,Home,D,1.0,1.0,Milan,0.5,1.3,19216.0,Rafael Tolói,3-4-3,Fabio Maresca,Match Report,4,0,2,Atalanta,3,4,3,79,-0.4534089640120037,3.082339916674875,-1.6712199458180597,0.8442727893948642,-1.1137416903980213,-0.7475705872242226
Atalanta,40,2022-08-28,18:30,3.0,Sun,Away,W,1.0,0.0,Hellas Verona,0.8,0.5,16106.0,Rafael Tolói,3-4-3,Alessandro Prontera,Match Report,3,0,2,Atalanta,3,4,3,79,-0.20366604285363593,1.7196697465960749,-1.7424638584407326,0.8105864934070498,-1.1784739448899013,-1.2234660601427492
Atalanta,41,2022-09-01,20:45,4.0,Thu,Home,W,3.0,1.0,Torino,2.9,0.4,17928.0,Rafael Tolói,3-4-3,Marco Di Bello,Match Report,1,0,2,Atalanta,3,4,3,79,-0.9354653874150625,-2.446457153086323,-1.1533800177838727,0.38610783058855885,-0.8301609191687579,-0.45721101945236753
Atalanta,42,2022-09-05,18:30,5.0,Mon,Away,W,2.0,0.0,Monza,1.9,0.6,11970.0,Rafael Tolói,4-2-3-1,Juan Sacchi,Match Report,1,0,2,Atalanta,4,2,4,79,-1.1865380559937755,-2.350382158977182,-0.12034246782602032,1.3211145915637612,-0.393341038100831,0.0964202921395878
Atalanta,43,2022-09-11,12:30,6.0,Sun,Home,D,1.0,1.0,Cremonese,0.7,0.6,18252.0,Rafael Tolói,3-4-3,Andrea Colombo,Match Report,3,0,2,Atalanta,3,4,3,79,-1.5152227231848343,-1.9360128233996574,0.45679559839906203,1.4638213015862178,-1.4062724986825146,0.36004145203005833
Atalanta,44,2022-09-18,18:00,7.0,Sun,Away,W,1.0,0.0,Roma,0.2,2.4,61335.0,Rafael Tolói,3-4-3,Daniele Chiffi,Match Report,7,0,2,Atalanta,3,4,3,79,-0.8720026436390574,-1.1198444316212472,0.2288727872510864,1.3155332580054537,-0.9011149224822078,0.9279026085049084
Atalanta,45,2022-10-02,18:00,8.0,Sun,Home,W,1.0,0.0,Fiorentina,1.3,0.7,18265.0,Rafael Tolói,3-4-1-2,Massimiliano Irrati,Match Report,2,0,2,Atalanta,3,4,3,79,-0.6024951837149373,-2.007328338771664,-0.5952418290247058,0.3859022499394515,-0.8347354873819736,1.4677505704989198
Atalanta,46,2022-10-09,15:00,9.0,Sun,Away,D,2.0,2.0,Udinese,2.1,1.0,24671.0,Marten de Roon,3-4-1-2,Daniele Doveri,Match Report,3,0,2,Atalanta,3,4,3,79,0.34168238752350505,-1.8079753884759326,-1.4169589738830755,0.8292160830819045,-0.9092996528014399,1.8078966089071975
Atalanta,47,2022-10-15,20:45,10.0,Sat,Home,W,2.0,1.0,Sassuolo,2.5,0.8,17772.0,Marten de Roon,3-4-1-2,Matteo Marcenaro,Match Report,1,0,2,Atalanta,3,4,3,79,-0.09694611605072231,-2.771559000907684,-0.8275271970540747,1.8108875982600672,0.3572324807773264,1.320536096416666
Atalanta,48,2022-10-23,18:00,11.0,Sun,Home,L,0.0,2.0,Lazio,0.8,0.9,18988.0,Marten de Roon,3-4-1-2,Rosario Abisso,Match Report,4,1,2,Atalanta,3,4,3,79,-0.34961001843854034,-1.1241437186032608,0.07659749601985004,1.7590324736064171,0.19870045685697033,0.24658872656028183
Atalanta,49,2022-10-30,12:30,12.0,Sun,Away,W,2.0,0.0,Empoli,3.0,0.8,8740.0,Rafael Tolói,3-5-2,Giovanni Ayroldi,Match Report,1,0,2,Atalanta,3,5,2,79,-1.5709336268928915,-1.0275281467769954,0.04433199943695742,0.932105551758988,2.2713783958003146,-0.580033868496337
Atalanta,50,2022-11-05,18:00,13.0,Sat,Home,L,1.0,2.0,Napoli,2.0,1.3,19363.0,Rafael Tolói,3-4-1-2,Maurizio Mariani,Match Report,5,0,2,Atalanta,3,4,3,79,-1.900774343313608,-0.2768207458207825,-1.2187458155214628,-0.17763736816671105,0.9789930956422852,-1.6878733168352187
Atalanta,51,2022-11-09,18:30,14.0,Wed,Away,L,1.0,2.0,Lecce,1.5,1.1,23797.0,Marten de Roon,3-4-3,Gianluca Aureliano,Match Report,2,0,2,Atalanta,3,4,3,79,-2.7970551988206904,0.1805346406090661,-0.9675212905591222,0.6024363092716384,0.6726759660107818,-0.9042621086150815
Atalanta,52,2022-11-13,12:30,15.0,Sun,Home,L,2.0,3.0,Internazionale,1.8,2.2,19353.0,Hans Hateboer,4-2-3-1,Daniele Chiffi,Match Report,0,0,2,Atalanta,4,2,4,79,-1.5336992225131483,0.9568722762268558,-0.05579651853916812,0.9365675468205267,0.10118200648494778,0.5138702943337279
Atalanta,53,2023-01-04,14:30,16.0,Wed,Away,D,2.0,2.0,Spezia,2.1,1.5,7417.0,Rafael Tolói,3-4-1-2,Antonio Giua,Match Report,3,0,2,Atalanta,3,4,3,79,-1.068278380826597,0.8604167292044109,1.6302004823815812,1.8275362481258206,1.1393878152816215,1.1332599602459752
Atalanta,54,2023-01-09,20:45,17.0,Mon,Away,W,2.0,1.0,Bologna,0.5,0.5,16953.0,Rafael Tolói,3-4-1-2,Marco Di Bello,Match Report,2,0,2,Atalanta,3,4,3,79,0.3635322611969778,1.5460465524183908,1.5298859293736116,0.4860866740992167,2.1715063664380585,0.976696953641832
Atalanta,55,2023-01-15,18:00,18.0,Sun,Home,W,8.0,2.0,Salernitana,2.9,1.0,18499.0,Rafael Tolói,3-4-3,Gianluca Aureliano,Match Report,1,0,2,Atalanta,3,4,3,79,0.8894044379293713,-0.06908897206138553,1.2461676378741746,-0.3046010354898407,2.1054735017154713,0.4914258450412889
Atalanta,56,2023-01-22,20:45,19.0,Sun,Away,D,3.0,3.0,Juventus,1.0,1.9,33565.0,Rafael Tolói,3-4-3,Livio Marinelli,Match Report,2,0,2,Atalanta,3,4,3,79,5.9371749929217525,0.9521948642998248,0.47088646903042103,-0.4623853066168974,0.9594127923206341,1.2016060553949686
Atalanta,57,2023-01-28,20:45,20.0,Sat,Home,W,2.0,0.0,Sampdoria,1.8,0.8,19095.0,Rafael Tolói,3-4-3,Daniele Doveri,Match Report,0,0,2,Atalanta,3,4,3,79,6.5379497526006745,-0.41588152860538397,0.5249389778462502,-0.16424181286347111,0.012003967432929506,1.379712282960214
Atalanta,58,2023-02-04,20:45,21.0,Sat,Away,L,0.0,1.0,Sassuolo,0.5,1.3,12611.0,Rafael Tolói,3-5-2,Matteo Marcenaro,Match Report,1,2,2,Atalanta,3,5,2,79,5.515035468279712,0.7129602681001954,0.7529438591956958,-0.8612111051821977,-0.7913102122418819,0.22446051120883861
Atalanta,59,2023-02-11,20:45,22.0,Sat,Away,W,2.0,0.0,Lazio,2.8,0.9,41000.0,Rafael Tolói,3-5-2,Daniele Orsato,Match Report,2,0,2,Atalanta,3,5,2,79,0.21732954740516133,-0.2687523081800583,-0.81769770304891,-1.0326457584398399,-0.32121093861228855,-0.6004641918950374
Atalanta,60,2023-02-19,12:30,23.0,Sun,Home,L,1.0,2.0,Lecce,1.5,0.4,19435.0,Rafael Tolói,3-4-1-2,Marco Piccinini,Match Report,3,0,2,Atalanta,3,4,3,79,-1.2802737742063903,0.16085313015772065,-0.2455654607073639,-0.5040221484542698,-1.9269951789251714,-0.5613297590120171
Atalanta,61,2023-02-26,20:45,24.0,Sun,Away,L,0.0,2.0,Milan,0.1,1.8,72203.0,Rafael Tolói,3-5-2,Maurizio Mariani,Match Report,1,0,2,Atalanta,3,5,2,79,-0.969027996124866,0.7568224471118332,1.7831935496034832,0.8023577322113329,-1.5411405368185038,0.1404040585994114
Atalanta,62,2023-03-04,18:00,25.0,Sat,Home,D,0.0,0.0,Udinese,1.4,0.3,18475.0,Rafael Tolói,3-4-3,Davide Ghersini,Match Report,2,0,2,Atalanta,3,4,3,79,-1.7115090251328129,0.5163205081626386,2.988915843432204,0.6396699325191397,0.024847686692263584,1.8079871517645112
Atalanta,63,2023-03-11,18:00,26.0,Sat,Away,L,0.0,2.0,Napoli,0.3,1.3,50601.0,Rafael Tolói,3-4-1-2,Andrea Colombo,Match Report,2,0,2,Atalanta,3,4,3,79,-1.932631590180466,1.6288065795279991,2.0755582184482413,0.24093250572445593,0.7342131531286142,1.69635322374144
Atalanta,64,2023-03-17,20:45,27.0,Fri,Home,W,2.0,1.0,Empoli,2.9,0.7,17864.0,Rafael Tolói,3-4-1-2,Federico Dionisi,Match Report,3,0,2,Atalanta,3,4,3,79,-2.0714212933055483,0.49452904852895513,-0.3713898943580329,1.140641482731232,0.3990310375096675,2.2076734536151967
Atalanta,65,2023-04-01,15:00,28.0,Sat,Away,W,3.0,1.0,Cremonese,2.9,1.5,11891.0,Rafael Tolói,3-4-3,Livio Marinelli,Match Report,2,0,2,Atalanta,3,4,3,79,-1.4299014423528127,1.7911760839354287,0.21996846213026,-0.26805422332638934,-0.4960462179173838,-0.007073983139681589
Atalanta,66,2023-04-08,16:30,29.0,Sat,Home,L,0.0,2.0,Bologna,1.3,1.3,18950.0,Marten de Roon,3-4-1-2,Daniele Orsato,Match Report,3,0,2,Atalanta,3,4,3,79,-0.38114253254314623,0.6305001751432225,-0.09298480783948682,-0.5616617974789766,0.084761957569017,-0.26459086726458075
Atalanta,67,2023-04-17,20:45,30.0,Mon,Away,D,1.0,1.0,Fiorentina,0.5,1.9,29628.0,Rafael Tolói,3-4-1-2,Marco Guida,Match Report,3,0,2,Atalanta,3,4,3,79,-1.1290985494017318,1.2115487031699619,0.9276556160150273,-0.9490615360446021,-0.13562069573074076,-0.7165488102624068
Atalanta,68,2023-04-24,20:45,31.0,Mon,Home,W,3.0,1.0,Roma,0.9,1.0,19445.0,Rafael Tolói,3-5-1-1,Massimiliano Irrati,Match Report,3,0,2,Atalanta,3,5,2,79,-0.48454893724662207,-1.4261663217109475,-1.5498265671054128,-0.35785961511694303,0.2073959514637083,-0.6107707673343763
Atalanta,69,2023-04-29,20:45,32.0,Sat,Away,W,2.0,1.0,Torino,0.5,0.3,20196.0,Rafael Tolói,3-4-3,Juan Sacchi,Match Report,1,0,2,Atalanta,3,4,3,79,1.191491616966762,-2.220595432313951,-1.1351295168541278,1.6610302458696393,0.9684353580982781,-0.27442326422650964
Atalanta,70,2023-05-03,18:00,33.0,Wed,Home,W,3.0,2.0,Spezia,0.8,1.0,17417.0,Rafael Tolói,3-4-1-2,Livio Marinelli,Match Report,0,0,2,Atalanta,3,4,3,79,2.7455353667709144,-3.4940009286693616,-1.6540851030128798,1.204199697822816,1.1371355479710812,0.11811073707750354
Atalanta,71,2023-05-07,12:30,34.0,Sun,Home,L,0.0,2.0,Juventus,1.1,1.0,19570.0,Rafael Tolói,3-4-3,Daniele Doveri,Match Report,1,0,2,Atalanta,3,4,3,79,3.44899647795069,-2.704480487710658,0.9624222245698725,0.9682806544767018,0.6292148211810289,0.5471185102072614
Atalanta,72,2023-05-13,15:00,35.0,Sat,Away,L,0.0,1.0,Salernitana,1.2,0.5,17400.0,Rafael Tolói,3-4-3,Marco Piccinini,Match Report,2,0,2,Atalanta,3,4,3,79,0.6378243699504533,-0.2747286587234198,0.8421354090128652,-0.06706185490230154,0.07465168019865755,0.15571898664366482
Atalanta,73,2023-05-20,18:00,36.0,Sat,Home,W,3.0,1.0,Hellas Verona,1.4,0.9,9297.0,Rafael Tolói,3-4-3,Simone Sozza,Match Report,1,0,2,Atalanta,3,4,3,79,-0.9736624687739572,1.0640224383331385,0.2200554012091809,-0.07216133872111659,0.3827562017683014,-0.3439383530378793
Atalanta,74,2023-05-27,20:45,37.0,Sat,Away,L,2.0,3.0,Internazionale,1.0,2.8,72192.0,Rafael Tolói,3-4-3,Daniele Orsato,Match Report,1,0,2,Atalanta,3,4,3,79,-0.8800512671079653,1.5270367394334277,-0.17373640267554347,0.0709422925392919,0.4822152685077298,-0.16109769309204014
Atalanta,75,2023-06-04,21:00,38.0,Sun,Home,W,5.0,2.0,Monza,4.0,1.2,19389.0,Rafael Tolói,3-4-3,Marco Di Bello,Match Report,1,0,2,Atalanta,3,4,3,79,-0.39525401901510426,-0.24035166872531236,-0.2847339323057381,0.008574410729977016,0.3167525886250495,-0.3795965615565469
Atalanta,76,2023-08-20,18:30,1.0,Sun,Away,W,2.0,0.0,Sassuolo,1.3,0.4,12298.0,Marten de Roon,3-5-2,Matteo Marchetti,Match Report,0,0,3,Atalanta,3,5,2,79,1.1816968215405503,-1.0687344729379427,1.3745454061227274,0.08620018851907973,-0.366042938960501,-1.118246181535265
Atalanta,77,2023-08-26,18:30,2.0,Sat,Away,L,1.0,2.0,Frosinone,1.6,0.7,13426.0,Marten de Roon,3-4-1-2,Juan Sacchi,Match Report,2,0,3,Atalanta,3,4,3,79,0.959668371283314,-0.5917473398441295,0.02072306975080522,0.3121211728343989,-1.1309573728905489,-1.478147643492098
Atalanta,78,2023-09-02,20:45,3.0,Sat,Home,W,3.0,0.0,Monza,1.3,0.4,14985.0,Marten de Roon,3-4-1-2,Matteo Marcenaro,Match Report,0,0,3,Atalanta,3,4,3,79,0.7440872408548395,0.1311224234697223,1.1301588589120666,-0.09124693757042363,-1.2853885512075705,-1.3054902801467745
Atalanta,79,2023-09-17,18:00,4.0,Sun,Away,L,2.0,3.0,Fiorentina,0.7,1.1,32100.0,Rafael Tolói,3-4-1-2,Luca Pairetto,Match Report,2,0,3,Atalanta,3,4,3,79,0.5412003001516182,-0.06663410107656476,0.5985800017778153,-0.820694866224751,-1.5854613042252252,-0.597078562448809
Atalanta,80,2023-09-24,15:00,5.0,Sun,Home,W,2.0,0.0,Cagliari,1.7,0.8,14739.0,Marten de Roon,3-4-3,Ermanno Feliciani,Match Report,1,0,3,Atalanta,3,4,3,79,0.3979299231551232,-1.125457972427455,1.2634589853555405,-0.5110796360662399,-0.9413750388108442,-0.19965240233415507
Atalanta,81,2023-09-27,18:30,6.0,Wed,Away,W,1.0,0.0,Hellas Verona,1.2,0.5,15936.0,Rafael Tolói,3-4-3,Federico Dionisi,Match Report,4,0,3,Atalanta,3,4,3,79,1.5022674806875522,-1.720084752012646,0.6711882201197225,-0.2218527223751341,-1.3862392047813261,0.5154418956112654
Atalanta,82,2023-10-01,18:00,7.0,Sun,Home,D,0.0,0.0,Juventus,1.2,0.2,14811.0,Rafael Tolói,3-4-3,Daniele Chiffi,Match Report,1,0,3,Atalanta,3,4,3,79,0.8144120313193817,-1.6105582745718938,-1.4018920438679232,0.02222336868271421,-0.18715239383635954,1.0739810248798904
Atalanta,83,2023-10-08,15:00,8.0,Sun,Away,L,2.0,3.0,Lazio,1.0,1.6,41000.0,Marten de Roon,3-4-1-2,Daniele Orsato,Match Report,1,0,3,Atalanta,3,4,3,79,-0.32617803300338527,0.12738545257027337,-2.603782361138585,-0.05477032285333939,-0.9785802406674208,0.8803164236759616
